"﻿""id""",year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes
gh-104282,2024,Modules/_lzmamodule.c,null-deref,build_filter_spec,a zero-length or absent value on a path that assumed one existed,regression test added in the fix: Lib/test/test_lzma.py | inline-in-issue https://github.com/python/cpython/issues/104282,0154405350c272833bd51f68138223655e142a37,v3.11.8; v3.12.2; v3.13.0; v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/0154405350c272833bd51f68138223655e142a37 | https://github.com/python/cpython/issues/104282,"gh-104282: Fix null pointer dereference in `lzma._decode_filter_properties` (GH-104283) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: Modules/_lzmamodule.c allocates predominantly in the pymalloc domain (5 pymalloc sites vs 1 raw), e.g. Modules/_lzmamodule.c:270  options = (lzma_options_lzma *)PyMem_Calloc(1, sizeof *options); || uninitialized-read in Modules/_lzmamodule.c / build_filter_spec — fix: Fix null pointer dereference in `lzma._decode_filter_properties` || backported as: 00e779351932, 76d0c4b68853 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
CVE-2024-0397,2024,Modules/_ssl.c,data-race,set_sni_callback,a zero-length or absent value on a path that assumed one existed,,bce693111bff906ccf9281c22371331aaff766ab,v3.10.14; v3.11.9; v3.12.3; v3.13.0; v3.14.0; v3.8.20; v3.9.20,system-malloc,caught,named-in-advisory,https://github.com/python/cpython/commit/bce693111bff906ccf9281c22371331aaff766ab | https://github.com/python/cpython/issues/114572 | https://cveawg.mitre.org/api/cve/CVE-2024-0397,"gh-114572: Fix locking in cert_store_stats and get_ca_certs (#114573) || WHY THIS ARENA: Obtained through the raw domain, which obmalloc.c:840 wires to libc MALLOC_ALLOC (PyMem_RawMalloc/PyMem_RawFree), or by mmap; allocation and release are visible per object. || allocation site: OpenSSL object. OpenSSL allocates with CRYPTO_malloc on the plain libc heap and CPython installs no CRYPTO_set_mem_functions, so malloc and free are reached once per object.  [symbol: OPENSSL_VERSION_NUMBER] || ADVISORY: cert_store_stats() and get_ca_certs() walked the OpenSSL X509_STORE without holding its lock, racing certificate loading during the TLS handshake. || affected: < 3.8.20; 3.9.0 to < 3.9.20; 3.10.0 to < 3.10.14; 3.11.0 to < 3.11.9; 3.12.0 to < 3.12.3; 3.13.0a1 to < 3.13.0a5 || issue: gh-114572 || backported as: b228655c227b, 29c97287d205, 542f3272f56f, 37324b421b72, 01c37f1d0714"
gh-120378,2024,Modules/clinic/_cursesmodule.c.h,integer-overflow,PyDoc_STRVAR,an oversized or overflowing length/size argument,regression test added in the fix: Lib/test/test_curses.py,c2ba931318280796a6dcc33d1a5c5c02ad4d035b,v3.12.8; v3.13.1; v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/c2ba931318280796a6dcc33d1a5c5c02ad4d035b | https://github.com/python/cpython/issues/120378,"gh-120378: Fix crash caused by integer overflow in `curses` (#124555) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || backported as: 2d3087b3cf01, 8dce4918ab3a || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-115136,2024,Modules/getpath.c,null-deref,getpath_joinpath,a zero-length or absent value on a path that assumed one existed,,9e90313320a2af2d9ff7049ed3842344ed236630,v3.11.9; v3.12.3; v3.13.0; v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/9e90313320a2af2d9ff7049ed3842344ed236630 | https://github.com/python/cpython/issues/115136,"gh-115136: Fix possible NULL deref in getpath_joinpath() (GH-115137) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || backported as: dc01c84ed066, 214ac166960f || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-123471,2024,Modules/itertoolsmodule.c,out-of-bounds,batched_next,concurrent access from a second thread in the free-threaded build,regression test added in the fix: Lib/test/test_free_threading/test_itertools_batched.py,405a2d74cbdef5a899c900b6897ec85fe465abd2,v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/405a2d74cbdef5a899c900b6897ec85fe465abd2 | https://github.com/python/cpython/issues/123471,"gh-123471: make `itertools.batched` thread-safe (#129416) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || out-of-bounds in Modules/itertoolsmodule.c / batched_next — fix: make `itertools.batched` thread-safe || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-126240,2024,Parser/action_helpers.c,null-deref,_PyPegen_collect_call_seqs,a zero-length or absent value on a path that assumed one existed,,94639f6b7182c2e1a82f2f907b03b5b15202acfa,v3.14.0,pyarena,blind,read-the-source,https://github.com/python/cpython/commit/94639f6b7182c2e1a82f2f907b03b5b15202acfa | https://github.com/python/cpython/issues/126240,"gh-126240: handle `NULL` returned by  `_Py_asdl_expr_seq_new` (#126241) || WHY THIS ARENA: AST nodes come from _PyArena_Malloc, which bump-allocates inside an 8192-byte block obtained once by block_new via PyMem_Malloc (Python/pyarena.c:11,74-77,97-120,177-194). There is no per-node free at all -- only _PyArena_Free releases whole blocks at the end of the compile. Python/Python-ast.c contains 81 _PyArena_Malloc call sites, one per node constructor. Note the backing block is 8192+ bytes, i.e. ABOVE the 512-byte pymalloc threshold, so the block itself goes to PyMem_RawMalloc and is visible at the libc boundary; the individual AST nodes carved out of it are not. || allocation site: AST node in Parser/action_helpers.c, allocated by _PyArena_Malloc (Python/pyarena.c); Python/Python-ast.c:81 call sites || null-deref in Parser/action_helpers.c / _PyPegen_collect_call_seqs — fix: handle `NULL` returned by  `_Py_asdl_expr_seq_new`"
gh-125010,2024,Python/Python-ast.c,use-after-free,ast_repr_max_depth,,regression test added in the fix: Lib/test/test_ast/test_ast.py | inline-in-issue https://github.com/python/cpython/issues/125010,a1be83dae311e4a1a6e66ed5e128b1ad8794f72f,v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/a1be83dae311e4a1a6e66ed5e128b1ad8794f72f | https://github.com/python/cpython/issues/125010,"gh-125010: Fix `use-after-free` in AST `repr()` (#125015) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: AST_object instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || use-after-free in Python/Python-ast.c / ast_repr_max_depth — fix: Fix `use-after-free` in AST `repr()` || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-128049,2024,Python/ceval.c,type-confusion,_PyEval_ExceptionGroupMatch,,regression test added in the fix: Lib/test/test_except_star.py | inline-in-issue https://github.com/python/cpython/issues/128049,3879ca0100942ae15a09ac22889cbe3e46d424eb,v3.12.9; v3.13.2; v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/3879ca0100942ae15a09ac22889cbe3e46d424eb | https://github.com/python/cpython/issues/128049,"gh-128049: Fix type confusion bug with the return value of a custom ExceptionGroup split function (#128079) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: Python/ceval.c:1057  result = PyMem_Malloc((nargs + 1) * sizeof(PyObject *)); || type-confusion in Python/ceval.c / _PyEval_ExceptionGroupMatch — fix: Fix type confusion bug with the return value of a custom ExceptionGroup split function || backported as: f65ac86ca141, 09d15aa9a87f || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-126238,2024,Python/compile.c,null-deref,_PyCompile_LookupArg,a zero-length or absent value on a path that assumed one existed,,8525c9375f25e6ec0c0b5dfcab464703f6e78082,v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/8525c9375f25e6ec0c0b5dfcab464703f6e78082 | https://github.com/python/cpython/issues/126238,"gh-126238: Fix possible null pointer dereference of freevars in _PyCompile_LookupArg (#126239) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Python/compile.c is in the pymalloc domain (3 sites, e.g. Python/compile.c:175  compiler *c = PyMem_Calloc(1, sizeof(compiler));) || null-deref in Python/compile.c / _PyCompile_LookupArg — fix: Fix possible null pointer dereference of freevars in _PyCompile_LookupArg || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-118074,2024,Python/optimizer.c,out-of-bounds,executor_traverse,,inline-in-issue https://github.com/python/cpython/issues/118074,1b85b3424c081835406592868123fe898ee029ad,v3.13.0; v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/1b85b3424c081835406592868123fe898ee029ad | https://github.com/python/cpython/issues/118074,"GH-118074: Executors in the COLD_EXITS array are not GC'able (#118117) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || out-of-bounds in Python/optimizer.c / executor_traverse — fix: Executors in the COLD_EXITS array are not GC'able || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-128563,2025,Include/internal/pycore_frame.h,uninitialized-read,_PyFrame_Initialize,concurrent access from a second thread in the free-threaded build,,41ad2bb2489c4cf9ba4f13401750b3fcdb33937b,v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/41ad2bb2489c4cf9ba4f13401750b3fcdb33937b | https://github.com/python/cpython/issues/128563,"GH-128563: Don't leave frame->lltrace uninitialized (GH-129417) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyThreadState instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-142556,2025,Modules/_asynciomodule.c,crash-unclassified,,interpreter finalization / module teardown ordering,regression test added in the fix: Lib/test/test_asyncio/test_tasks.py | inline-in-issue https://github.com/python/cpython/issues/142556,42d2bedb875f42f0580ee2cfb4bd80a5a229bbd4,"3.14,3.15",obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/42d2bedb875f42f0580ee2cfb4bd80a5a229bbd4 | https://github.com/python/cpython/issues/142556,"gh-142556: fix crash when a task gets re-registered during finalization in `asyncio` (#142565) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Modules/_asynciomodule.c is in the pymalloc domain (2 sites, e.g. Modules/_asynciomodule.c:2024  it = PyObject_GC_New(futureiterobject, state->FutureIterType);) || use-after-free in Modules/_asynciomodule.c — fix: fix crash when a task gets re-registered during finalization in `asyncio` || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-143004,2025,Modules/_collectionsmodule.c,use-after-free,_collections__count_elements_impl,,regression test added in the fix: Lib/test/test_collections.py | inline-in-issue https://github.com/python/cpython/issues/143004,86d904588e8c84c7fccb8faf84b343f03461970d,v3.13.12; v3.14.3,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/86d904588e8c84c7fccb8faf84b343f03461970d | https://github.com/python/cpython/issues/143004,"gh-143004: Fix possible use-after-free in collections.Counter.update() (GH-143044) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: PyObject instance; default tp_alloc is PyType_GenericAlloc -> _PyType_AllocNoTrack -> _PyObject_MallocWithType -> PyObject_Malloc (Objects/typeobject.c) || use-after-free in Modules/_collectionsmodule.c / _collections__count_elements_impl — fix: Fix possible use-after-free in collections.Counter.update() || backported as: 4dd9d94619be, 240ee207708e || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
gh-129409,2025,Modules/_csv.c,integer-overflow,join_append_data,an oversized or overflowing length/size argument,,97b0ef05d987ebef354512b516a246feb411e815,v3.12.9; v3.13.2; v3.14.0,obmalloc-pool,blind,read-the-source,https://github.com/python/cpython/commit/97b0ef05d987ebef354512b516a246feb411e815 | https://github.com/python/cpython/issues/129409,"gh-129409: Fix Integer overflow -  SEGV while writing data more than 2GB in CSV file (#129413) || WHY THIS ARENA: PyObject_Malloc and PyMem_Malloc are both wired to pymalloc in the default GIL build (Objects/obmalloc.c:436-439; --with-pymalloc defaults to yes, configure.ac:5297-5305). pymalloc_alloc (obmalloc.c:2493-2536) carves the block out of a pool inside an arena (16 KiB / 1 MiB on 64-bit with the radix tree; 4 KiB / 256 KiB otherwise, pycore_obmalloc.h:194-241). pymalloc_free (obmalloc.c:2765-2818) writes only the free-list link into the dead block and returns it to pool->freeblock. The block is NEVER passed to libc free at all: the arena itself is obtained by mmap and released by munmap in _PyMem_ArenaFree (obmalloc.c:682-708; plain free() is only the fallback for platforms with neither mmap nor VirtualAlloc), and even that happens only when a whole arena has emptied AND it is not the last one (obmalloc.c:2643). So a checker hooking malloc/free sees neither the object nor the arena. Threshold caveats: the window is 1..512 requested bytes (obmalloc.c:2504-2509), which under Py_DEBUG / PYTHONMALLOC=debug / -X dev becomes 1..488 because the debug wrapper adds 24 bytes (obmalloc.c:2986,3086); and the GC pre-header counts against it, so the object-size ceiling is 496 for a GC type and 480 for an ordinary class instance (Python/gc.c:2012-2013, pycore_object.h:850-858). || allocation site: every heap allocation in Modules/_csv.c is in the pymalloc domain (4 sites, e.g. Modules/_csv.c:728  PyMem_Resize(field_new, Py_UCS4, field_size_new);) || backported as: 48b87d14e884, cdaec318cb91 || size-dependency: this object is in a pool while the allocation is <=512 bytes; the same call falls through to PyMem_RawMalloc above that (obmalloc.c:2507,2549)."
