id,year,component,bug_class,affected_function,trigger,poc,fix_commit,fixed_in,alloc_arena,verdict,evidence,source,notes
fossil:90f7318308ca8372,2025,ext-misc:memvfs,heap-oob-read,memRead,corrupt-db-file+requires-extension:memvfs,,a9af4102f1d1c46375037202906a83ecd49e71b7,3.51.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/a9af4102f1d1c46375037202906a83ecd49e71b7,"memRead did memcpy(zBuf, p->aData+iOfst, iAmt) with no check that iOfst+iAmt <= p->szMax (ext/misc/memvfs.c:174 pre-fix), so a header claiming a larger file than the buffer reads past it; aData is either the caller's own buffer handed in through the ptr= URI parameter (ext/misc/memvfs.c:352) or sqlite3_malloc64(szMax) in the memvfs loader helper (ext/misc/memvfs.c:499) - system heap in both cases, and the read leaves the block; the file is explicitly marked demo code, not a deliverable"
fossil:a4962df665084e42,2025,FTS5,use-after-free,,fuzzer-input,,9e639d249062d99788b6b10e022d79acc066c78a,3.49.0,system-malloc,caught,named-in-advisory,https://sqlite.org/src/info/a4962df665084e42,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary heap bounds and revocation apply. Prior pass: fts5 allocates via sqlite3_malloc PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
fossil:a6abbadacbb88c1d,2025,zipfile extension,heap-overflow-write,,,,03380a55a521b0eb616a31bbed6dd44ecfd0aa55,3.52.0,system-malloc,caught,named-in-advisory,https://sqlite.org/src/info/a6abbadacbb88c1d,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary heap bounds and revocation apply. Prior pass: zipfile allocates via sqlite3_malloc PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
sqlite-2b0579b06b4c,2025,ext/misc/zipfile,heap-oob-read,zipfileGetEntry,corrupt-db-file+requires-extension:zipfile,https://sqlite.org/forum/forumpost/2025-12-30T23:57:19z,2b0579b06b4c84b4d557935a264e9998234b8f15,3.51.2,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/2b0579b06b4c84b4d557935a264e9998234b8f15,"the guard added by d05bf5aedff9 used ZIPFILE_LFH_FIXED_SZ (30) where the read actually starts at ZIPFILE_CDS_FIXED_SZ (46), leaving up to 16 bytes readable past aBlob = sqlite3_value_blob(argv[0]) ext/misc/zipfile.c:1327; the repro feeds unhex(), whose blob comes from contextMalloc -> sqlite3Malloc src/func.c:502, so system heap; sibling commit 03380a55a521b0eb616a31bbed6dd44ecfd0aa55 is the same fix on the other branch."
sqlite-3eccaa791546,2025,ext/misc/zipfile,heap-oob-read,zipfileGetEntry,corrupt-db-file+requires-extension:zipfile,SELECT * FROM zipfile(X'504b050600000000010001004000000000a3e1110000'),3eccaa79154682f86932b0eb1cdfe48ee48465f3,3.51.0,lookaside,caught,read-the-source,https://github.com/sqlite/sqlite/commit/3eccaa79154682f86932b0eb1cdfe48ee48465f3,"reads the 46-byte CDS at &aBlob[iOff] with iOff taken unchecked from the EOCD (0x11e1a300 in the repro); aBlob = sqlite3_value_blob(argv[0]) ext/misc/zipfile.c:1327 and for an X'..' literal the Mem payload is the P4 blob from sqlite3HexToBlob -> sqlite3DbMallocRawNN(db,n/2+1) src/util.c:1901 (emitted at src/expr.c:5155), i.e. a 128-byte LOOKASIDE_SMALL slot for this 11-byte literal - but the ~300MB offset leaves the 48000-byte slab entirely, so bounds still apply."
sqlite-55b35d50de03,2025,ext/misc/sqlite3_stdio,heap-overflow-write,sqlite3_fgets,cli-console-input,https://sqlite.org/forum/forumpost/95e17b8f5c,55b35d50de03482fcff654ca01168012e24b0177,3.49.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/55b35d50de03482fcff654ca01168012e24b0177,"ReadConsoleW was allowed to fill all sz wchar_t of b1 = sqlite3_malloc(sz*sizeof(wchar_t)) ext/misc/sqlite3_stdio.c:149, after which b1[nRead]=0 writes one wchar_t past the end of that block; sqlite3_malloc is the system allocator and the write is past the allocation, not into a neighbour sub-array; sibling commit d0c6c6586e03ddef4713388ce95e212b1c26f5ed is the same fix on the other branch."
sqlite-7516e513b465,2025,expr,integer-overflow,analyzeAggregate,plain-SQL,,7516e513b4650809d1c12f7e9311daaa144f401f,3.39.5,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/7516e513b4650809d1c12f7e9311daaa144f401f,"pExpr->iAgg is i16; with more than 32767 aggregate columns the cast truncated and the resulting index was later used against AggInfo.aCol / aFunc. Both AggInfo (64 B) and its column array are allocated through the connection allocator (sqlite3DbMallocZero / sqlite3DbRealloc) on a SELECT parse, so with a modest column count they sit in lookaside slots and a truncated index lands on a neighbouring slot rather than outside the slab."
sqlite-bb0afc28186a,2025,expr,integer-overflow,findOrCreateAggInfoColumn,plain-SQL,,bb0afc28186aca3e8252f99a274b8b9fa2bb8b42,3.42.1,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/bb0afc28186aca3e8252f99a274b8b9fa2bb8b42,"pExpr->iAgg = (i16)k src/expr.c:7395 truncates the column index, so past 32767 aggregate columns iAgg goes negative and pAggInfo->aCol[iAgg] indexes before the array; aCol is grown by doubling in sqlite3ArrayAllocate -> sqlite3DbRealloc src/build.c:4691, and at 32768 entries of 32 bytes it is about 1MB, far over the 1200-byte slot, so system heap; a -32768 index is ~1MB before the block, well outside it; sibling commit 24664c3785bc72cc50f843b3f9337707fa7bef5b is the same fix on the other branch."
sqlite-cbc3cd47f03f,2025,ext/misc/zipfile,heap-overflow-write,zipfileGetEntry,corrupt-db-file+requires-extension:zipfile,,cbc3cd47f03fe53811ac4150d6c938e987d5deb6,3.51.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/cbc3cd47f03fe53811ac4150d6c938e987d5deb6,"zipfileReadData fread's nFile+nExtra (up to 120000) into pTab->aBuffer, a 64KB region carved out of one sqlite3_malloc64 block ext/misc/zipfile.c:396 (ZipfileTab header + aBuffer :400 + zFile :402); the first bytes past aBuffer overwrite zFile inside the same allocation, but the repro writes about 54KB past the whole block, so bounds apply; fix enlarged the buffer to 200KB."
sqlite-d05bf5aedff9,2025,ext/misc/zipfile,heap-oob-read,zipfileGetEntry,corrupt-db-file+requires-extension:zipfile,,d05bf5aedff9b0c724177669d5831e271d81591d,3.51.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/d05bf5aedff9b0c724177669d5831e271d81591d,"no bound check before reading nFile+nExtra bytes at &aBlob[iOff+46] and the 30-byte LFH at &aBlob[cds.iOffset]; aBlob = sqlite3_value_blob(argv[0]) ext/misc/zipfile.c:1327 and the repro feeds unhex(), whose buffer is contextMalloc -> sqlite3Malloc src/func.c:502; with nExtra up to 65535 against a ~150-byte blob the read leaves the allocation."
sqlite-d2614376154b,2025,ext/fts5,heap-oob-read,fts5SegIterReverseInitPage,corrupt-db-file+requires-extension:fts5,,d2614376154b095506dbae9d0555bd275985ff47,3.51.1,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/d2614376154b095506dbae9d0555bd275985ff47,"the first loop iteration read a[i] with i = pIter->iLeafOffset already >= n (n = min(szLeaf,iEndofDoclist)); a = pIter->pLeaf->p lives in one sqlite3_malloc64 block ext/fts5/fts5_index.c:883 (Fts5Data + nn-byte page + 20-byte FTS5_DATA_PADDING), so an overshoot of up to 20 bytes past nn would be invisible, but the corrupt-db case reported as an overread runs past the allocation; fts5 never uses the connection allocator; sibling commit d2c7e6925ccb774afc5c055842594a23b684cfb0 is the same fix on the other branch."
sqlite-d972a0875531,2025,where,uninitialized-read,whereLoopAddBtree + wherePathSatisfiesOrderBy,plain-SQL,,d972a08755312d2e568a1af452ae51bfca0b8681,3.50.4,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/d972a08755312d2e568a1af452ae51bfca0b8681,"WhereLoop.u.btree.nDistinctCol was read by the skip-ahead-distinct optimization without ever being initialised on some paths; the template WhereLoop is carved out of the WhereInfo block sqlite3DbMallocRawNN(db, nByteWInfo+sizeof(WhereLoop)) src/where.c:6899 at :6930, and the persistent copies are sqlite3DbMallocRawNN(db,sizeof(WhereLoop)) src/where.c:2905 (104 bytes, big slot); 856+104=960 <= 1200 for a single-table FROM (over 1200 from four tables up); a freed lookaside slot is not scrubbed in release builds, so the stale bytes are live data rather than poison; sibling commit 5a6f6513970a87781dcc0910a26839c69da7cdc6 is the same fix on the other branch."
sqlite-e25813cd1290,2025,ext/session,heap-oob-read,sessionReadRecord,corrupt-changeset,,e25813cd1290368102a4540755753668a3ee7845,3.42.1,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/e25813cd1290368102a4540755753668a3ee7845,"sessionGetI64(aVal) read 8 bytes at &pIn->aData[pIn->iNext] without checking nData-iNext; aData is the caller's changeset buffer (ext/session/sqlite3session.c:3389, :4313) or the module's streamed buffer from sqlite3_realloc64 (:1454); sessions makes no connection-allocator calls."
sqlite-ffbfc27fab6b,2025,VDBE,integer-overflow,sqlite3VdbeExec OP_Concat,plain-SQL+build-option:SQLITE_MAX_LENGTH>2147483645,,ffbfc27fab6b27123e83922413cd7102bbc77917,3.51.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/ffbfc27fab6b27123e83922413cd7102bbc77917,"Signed overflow of nByte before sqlite3VdbeMemGrow(pOut,(int)nByte+2). Only reachable with multi-gigabyte operands, so the Mem payload requested from sqlite3VdbeMemGrow -> sqlite3DbMallocRaw (src/vdbemem.c:276) is orders of magnitude past the 1200 B slot and goes to sqlite3Malloc. Ordinary heap bounds apply."
CVE-2024-0232,2024,requires-extension:JSON (json parser),use-after-free,jsonParseAddNodeArray: stale aNode after realloc growth,plain-SQL,json_set()/json_replace() over crafted JSON; interacts with the JSON parse cache added in 3.43.0,faef28e6bd654e5061561423cb1ece6ca84f1f1f,3.43.2 (2023-10-10),system-malloc,caught,read-the-source,https://www.sqlite.org/cves.html,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (t CORRECTED after adversarial audit (instrumented, positive+negative controlled): at the cited fix faef28e6bd65, JsonParse.aNode is grown by sqlite3_realloc64 (src/json.c:1077 and :1130, the latter being the named function jsonParseAddNodeArray) and the JsonParse itself by sqlite3_malloc64. json.c uses the connection allocator TODAY but did not for these objects in that revision."
OSS-Fuzz-66284,2024,"JSON extension (json.c), JSONB decoder",uninitialized-read,"jsonTranslateBlobToText (via jsonExtractFunc, sqlite3VdbeExec)","fuzzer-input; OSS-Fuzz project sqlite3, fuzz target 'ossfuzz', job libfuzzer_msan_sqlite3, libFuzzer+MSAN. Malformed/corrupt JSONB blob.","YES - ClusterFuzz minimized testcase id 5692622052065280, https://oss-fuzz.com/download?testcase_id=5692622052065280 . Regression range 202312050632:202312060611.",3fc7a34efc5b840c069a4d55f61f14b3d68df85b,branch-3.45 (fix was backported to the 3.45 release branch),lookaside,blind,read-the-source,https://issues.oss-fuzz.com/issues/42532504 (monorail 66284 -> buganizer 42532504) ; fix: https://sqlite.org/src/timeline?s=ossfuzz&n=300&y=ci,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (the 0xaa memset at src/malloc.c:479 is under #ifdef SQLITE_DEBUG), so stale bytes can still be a valid pointer. Prior pass: json.c allocates via the connection allocator"
fossil:108863ec7998e0a3,2024,FTS3,heap-overflow-write,,corrupt-db-file,,d42855e404e100ce8393eeafb0e55fcfcafd1c0b,3.48.0,system-malloc,caught,named-in-advisory,https://sqlite.org/src/info/108863ec7998e0a3,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary heap bounds and revocation apply. Prior pass: fts3 allocates via sqlite3_malloc PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
fossil:924d3467cebd71ac,2024,FTS5,uninitialized-read,,,,7978910f85327807ac1f7178a97be91bdc108ceb,3.47.0,system-malloc,caught,named-in-advisory,https://sqlite.org/src/info/924d3467cebd71ac,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary heap bounds and revocation apply. Prior pass: fts5 allocates via sqlite3_malloc PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
sqlite-01508c814ccf,2024,ext/recover,uninitialized-read,dbdataNext,corrupt-db-file+requires-extension:dbdata,,01508c814ccf21be880bfab14776a1015283e82a,3.46.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/01508c814ccf21be880bfab14776a1015283e82a,"pCsr->nRec was set to nPayload before the overflow-page loop ran, so on an early exit the cursor reported more valid bytes than had been written into pCsr->rec.aBuf and the recovered database got uninitialised heap bytes; that buffer is sqlite3_realloc64 ext/recover/dbdata.c:169, system heap, and the stale bytes are inside the allocation, so this is a heap-uninitialised read rather than an out-of-bounds one."
sqlite-3ff77c505316,2024,JSON,heap-oob-read,jsonbPayloadSize,plain-SQL,SELECT x'8ce6ffffffff171333' -> '$';,3ff77c5053166a4e16950b31bee61969aad272f9,,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/3ff77c5053166a4e16950b31bee61969aad272f9,"u32 wrap in 'i+sz+n > pParse->nBlob' (and in nBlob-delta) defeats the range check, so the caller trusts an oversized payload size and reads past the blob. pParse->aBlob is the sqlite3_value blob; in the committed repro that is a BLOB literal whose bytes come from sqlite3HexToBlob(db,...) -> sqlite3DbMallocRawNN (src/util.c:1897), 9 bytes, i.e. a 128-byte LOOKASIDE_SMALL slot, so a modest overrun stays inside the slab. If the JSONB value is read from a table row instead, Mem.z points straight into the pcache page image (pcache1-bulk) which is also an arena. Ceiling: a wrapped sz near 2^32 is a wild pointer that leaves the slab and would be caught. batch-id=fossil:ac402cc551b2cbe3"
sqlite-68d700cac6a9,2024,expr,use-after-free,sqlite3CodeRhsOfIN,plain-SQL+OOM,,68d700cac6a99535655e3afd82a5f935dd123588,3.47.0,lookaside,blind,read-the-source,https://github.com/sqlite/sqlite/commit/68d700cac6a99535655e3afd82a5f935dd123588,"on db->mallocFailed sqlite3VdbeChangeP4 frees its P4 argument immediately (freeP4 -> sqlite3DbFree src/vdbeaux.c:1424) and the old ordering then read pSig->selId; pSig = sqlite3DbMallocRawNN(pParse->db,sizeof(SubrtnSig)) src/expr.c:3627 is 32 bytes, so a 128-byte LOOKASIDE_SMALL slot taken during a SELECT; sqlite3DbFree recognises the slot by address range and only pushes it on the freelist, so there is no free() to revoke and release builds do not scrub it - the stale selId reads back intact."
sqlite-8741ca081991,2024,select,uninitialized-read,sqlite3Select,plain-SQL,,8741ca0819910e447d9637a4ecf8fcc7c0d556b7,3.47.0,vdbe-space-block,blind,read-the-source,https://github.com/sqlite/sqlite/commit/8741ca0819910e447d9637a4ecf8fcc7c0d556b7,"the call-function-once optimization redirected a GROUP BY result column to register iAMem+j that nothing then filled, and OP_Compare read it; registers are p->aMem[], carved by allocSpace src/vdbeaux.c:2570 from the single sqlite3DbMallocRawNN src/vdbeaux.c:2718 shared with aVar/apArg/apCsr, so the read is in-bounds of one allocation and invisible to bounds checking."
sqlite-d26bb375be00,2024,test code,heap-oob-read,win32_file_lock,test-harness-input,,d26bb375be00e62cd1cfb1a3f98cd227a9ceb28b,3.50.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/d26bb375be00e62cd1cfb1a3f98cd227a9ceb28b,"TEST HARNESS, not the library. zTerm = sqlite3_malloc(nFilename+2) and the SQLITE_ENABLE_SETLK / WinRT winOpen reads 4 bytes BEFORE the string it is handed; the fix allocates 4 leading zero pad bytes. Plain sqlite3_malloc block (src/test1.c at commit d26bb375be00) -> system heap, so a read before the base is caught. batch-id=fossil:b558db5db7e7c9ac"
CVE-2023-7104,2023,requires-extension:session (ext/session/sqlite3session.c),heap-overflow-write,sessionReadRecord on corrupted changeset,requires-extension:session,feed a subtly corrupted changeset blob to the Session C-language APIs (requires -DSQLITE_ENABLE_SESSION build) || yes -- reached by the in-tree sessionfuzz harness; forum post 5bcbf4571c.,0a8b9b7884262c62e90645c07a1b92640a51e062,3.43.1 (2023-09-11),system-malloc,caught,read-the-source,https://www.sqlite.org/cves.html,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary heap bounds and revocation apply. Prior pass: optional extension (-DSQLITE_ENABLE_SESSION) | arena read from source, see sqlite-arenas.md"
changes:3.41.2-overreads,2023,core/CLI/recovery/FTS3,heap-oob-read,,corrupt-db-file,,,3.41.2 (2023-03-22),system-malloc,caught,named-in-advisory,https://www.sqlite.org/changes.html,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary heap bounds and revocation apply. Prior pass: fts3 allocates via sqlite3_malloc PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
dbsqlfuzz-460aa158f9a2c41145831cc92,2023,btree.c page initialization,uninitialized-read,btreeInitPage,"corrupt-db-file + mutated SQL; dbsqlfuzz, SQLite's own libFuzzer-based structure-aware fuzzer that mutates the database file and the SQL text simultaneously","NO public download. dbsqlfuzz is PROPRIETARY and not distributed; its case ids are SHA-1-style hashes that only the SQLite developers can resolve to an input. Historical dbsqlfuzz cases are folded anonymously into test/fuzzdata*.db in the public SQLite tree and replayed by the 'fuzzcheck' utility on 'make test', but individual cases are not addressable by id.",45fcdcb05f36e0ca434d18e52477c5082929f89b,,pcache1-bulk,blind,read-the-source,https://sqlite.org/src/timeline?s=dbsqlfuzz&n=500&y=ci (fetched; check-in comment quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/44e83f8b8f,"apCell/szCell/aSpace1 are three sub-arrays carved from ONE sqlite3StackAllocRaw block at src/btree.c:8400-8406, so an overrun from one into the next is in-bounds of a single allocation. Prior pass: balance_nonroot cuts three regions from one block CORRECTED after adversarial audit (instrumented, positive+negative controlled): the fix sets MemPage.isInit in btreeInitPage; the object is a MemPage, which lives in PgHdr1.page.pExtra inside the page slot (src/pcache1.c:459). Nothing to do with balance_nonroot."
dbsqlfuzz-7128d1b41ce9df2c007f9c24c1e89e2f1b2590ca,2023,STAT4 / ANALYZE record decoding,heap-oob-read,,"corrupt-db-file + mutated SQL; dbsqlfuzz, SQLite's own libFuzzer-based structure-aware fuzzer that mutates the database file and the SQL text simultaneously","NO public download. dbsqlfuzz is PROPRIETARY and not distributed; its case ids are SHA-1-style hashes that only the SQLite developers can resolve to an input. Historical dbsqlfuzz cases are folded anonymously into test/fuzzdata*.db in the public SQLite tree and replayed by the 'fuzzcheck' utility on 'make test', but individual cases are not addressable by id.",04b92471f7c60b65baa01960c1e517e2d006e3a0,3.43.0,system-malloc,caught,read-the-source,https://sqlite.org/src/timeline?s=dbsqlfuzz&n=500&y=ci (fetched; check-in comment quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/b99135288b,"core parse/query object allocated through sqlite3DbMallocRawNN (src/malloc.c:643) on a SELECT/DML parse, where lookaside is enabled; the struct fits the 1200 B slot. Freeing it is a freelist push at src/malloc.c:481, never free(), so revocation never runs. Release builds do not scrub a freed slot (t CORRECTED after adversarial audit (instrumented, positive+negative controlled): the object is pSample->p in loadStatTbl. UPSTREAM ITSELF asserts the arena is off here: assert( db->lookaside.bDisable ) at src/analyze.c:1907 inside loadStat4, which is wrapped in DisableLookaside/EnableLookaside at :1994/:1996. Measured: a 5-byte sample - which would trivially fit a 128 B slot - still goes to the system heap."
dbsqlfuzz-a463eac437783bcd246cc675b87842618a569cae,2023,FTS5 secure-delete (ext/fts5),heap-oob-read,,"corrupt-db-file + mutated SQL; dbsqlfuzz, SQLite's own libFuzzer-based structure-aware fuzzer that mutates the database file and the SQL text simultaneously","NO public download. dbsqlfuzz is PROPRIETARY and not distributed; its case ids are SHA-1-style hashes that only the SQLite developers can resolve to an input. Historical dbsqlfuzz cases are folded anonymously into test/fuzzdata*.db in the public SQLite tree and replayed by the 'fuzzcheck' utility on 'make test', but individual cases are not addressable by id.",1549472fb9001bd730e7b6de8e27b42ffeaf3cbe,,system-malloc,caught,named-in-advisory,https://sqlite.org/src/timeline?s=dbsqlfuzz&n=500&y=ci (fetched; check-in comment quoted verbatim in 'notes'). Per-commit page: https://sqlite.org/src/info/44fdc798de,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary heap bounds and revocation apply. Prior pass: fts5 allocates via sqlite3_malloc PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
fossil:931bccb0cc290b8b,2023,core (vdbemem.c),uninitialized-read,sqlite3VdbeMemZeroTerminateIfAble,fuzzer-input via OSS-Fuzz,,5d03b1610f268916a7609d5fb290441a07787357,3.43.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/5d03b1610f268916a7609d5fb290441a07787357,"the guard tested pMem->z[pMem->n]==0 before knowing that byte had been written; the buffer is one the SQL function handed over with sqlite3_result_text*(...,sqlite3_free,...), i.e. sqlite3_malloc64 memory (the branch requires pMem->xDel==sqlite3_free), src/vdbemem.c:328-333; system heap; note the guard also requires sqlite3_msize(pMem->z) >= n+1, so the byte read is IN BOUNDS of the malloc block and no bounds check would fire - the row is control-group by allocator, not because CHERI catches it; same underlying byte as sqlite-checkin-1a6b3dd1c4"
fossil:b837aff79cd15906,2023,FTS5,heap-oob-read,,,,808cf29b5530f42daf3f15effa91a9ebaf0e5894,3.43.0,system-malloc,caught,named-in-advisory,https://sqlite.org/src/info/b837aff79cd15906,"allocated by the extension itself via sqlite3_malloc*/sqlite3_realloc*. Verified globally: grep for sqlite3DbMalloc/DbFree/DbRealloc over ext/*.c returns NO files, while the same pattern over src/*.c returns 170 hits (positive control), so no shipped extension uses the connection allocator. Ordinary heap bounds and revocation apply. Prior pass: fts5 allocates via sqlite3_malloc PROVENANCE CAVEAT: this row arena was INHERITED from an earlier pass that classified partly by a per-file heuristic (which allocator the containing file calls), not by following this object to its allocation. An adversarial audit of 30 such rows found ~21 wrong, concentrated in exactly two classes: paths running under DisableLookaside (CREATE/ALTER-RENAME/loadStat4) wrongly marked lookaside, and extension rows whose mishandled object was a CORE-supplied sqlite3_value payload wrongly marked system-malloc. Every row the audit named has been corrected; this row was NOT individually re-derived and should be treated as unverified."
sqlite-09f1652f36c5,2023,session,heap-oob-read,sessionReadRecord,corrupt-changeset,,09f1652f36c5c4e8a6a640ce887f9ea0f48a7958,3.44.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/09f1652f36c5c4e8a6a640ce887f9ea0f48a7958,"8-byte int/float read from the changeset without checking 8 bytes remain. SessionInput.aData is the caller's changeset buffer (assigned at ext/session/sqlite3session.c:3389) or, for the streaming API, buf.aBuf grown by sqlite3_realloc64 at ext/session/sqlite3session.c:1454; system heap either way, and the session extension never uses the connection allocator. Sibling commit 0a8b9b7884262c62e90645c07a1b92640a51e062 is the same diff"
sqlite-0bf48aa8976e,2023,json,heap-oob-read,jsonReplaceNode,plain-SQL,"SELECT json_insert('{""a"":1}','$.b',CAST(x'0000' AS text))",0bf48aa8976eab53b3a7d8e63226a45db45331b2,3.44.0,system-malloc,caught,read-the-source,https://github.com/sqlite/sqlite/commit/0bf48aa8976eab53b3a7d8e63226a45db45331b2,"zCopy = sqlite3DbStrDup(0, z) (src/malloc.c:761) stops at the first embedded U+0000 while the JSON node keeps n = sqlite3_value_bytes(pValue), so later reads of n bytes run past the copy; the db argument is 0 and sqlite3DbMallocRaw(0,n) falls straight through to sqlite3Malloc (src/malloc.c:636-641), so this is system heap and not lookaside; the fix replaced it with sqlite3_malloc64(n+1) plus memcpy; sibling commit ac4aea5102e3a272f6cd8a601a35d2541733fa90 is the same fix on the other branch."
